city_query,category_name,category_value,page,rank_in_page,title,url,product_id,price_text,rating_text,image_url,city_match_status,raw_text
후쿠오카,투어,tour,1,1,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,3417851,"59,000원~",⭐ 5 (7003),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2024/06/27/x9iC/sGVYpFwit9.jpg,title_contains_city,"[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지 | ⭐ 5 (7003) | 59,000원~"
후쿠오카,투어,tour,1,2,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,3153599,"52,900원~",⭐ 4.9 (3176),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2024/05/22/5xfV/hQxEnCgPDp.jpg,title_contains_city,"[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어) | ⭐ 4.9 (3176) | 52,900원~"
후쿠오카,투어,tour,1,3,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,4634494,"79,000원~",⭐ 4.9 (168),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2025/06/20/gMQg/hnEyKJ0uTB.jpg,title_contains_city,"[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어 | ⭐ 4.9 (168) | 79,000원~"
후쿠오카,투어,tour,1,4,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,3153607,"50,900원~",⭐ 4.9 (762),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2025/04/19/BePZ/klpQCDA7iQ.jpg,title_contains_city,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어) | ⭐ 4.9 (762) | 50,900원~"
후쿠오카,투어,tour,1,5,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,3517328,"39,900원~",⭐ 4.9 (829),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2024/08/24/K6fv/2EOqmClHEI.jpg,title_contains_city,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능 | ⭐ 4.9 (829) | 39,900원~"
후쿠오카,투어,tour,1,6,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,3411996,"49,000원~",⭐ 4.9 (823),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2026/04/14/nncr/lw0uE8G62m.jpg,title_contains_city,"[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어 | ⭐ 4.9 (823) | 49,000원~"
후쿠오카,투어,tour,1,7,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,3154174,"49,900원~",⭐ 4.7 (2167),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2026/03/25/0aIQ/dQGnsqpgrT.jpg,title_contains_city,"[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스 | ⭐ 4.7 (2167) | 49,900원~"
후쿠오카,투어,tour,1,8,[1명부터출발확정] 후쿠오카 이토시마 반나절 하프데이 버스투어 대형버스 한국인가이드,https://experiences.myrealtrip.com/products/4521749,4521749,"28,900원~",⭐ 4.9 (309),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2026/03/18/izKh/gnNDhylU90.png,title_contains_city,"[1명부터출발확정] 후쿠오카 이토시마 반나절 하프데이 버스투어 대형버스 한국인가이드 | ⭐ 4.9 (309) | 28,900원~"
후쿠오카,투어,tour,1,9,"[여행 한 그릇] 사진촬영 혜택, 후쿠오카,다자이후,유후인,유후다케,벳푸 가마도 버스 투어",https://experiences.myrealtrip.com/products/3134314,3134314,"39,000원~",⭐ 4.9 (842),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2026/03/16/JZcs/nT4o2dGAPS.jpg,title_contains_city,"[여행 한 그릇] 사진촬영 혜택, 후쿠오카,다자이후,유후인,유후다케,벳푸 가마도 버스 투어 | ⭐ 4.9 (842) | 39,000원~"
후쿠오카,투어,tour,1,10,가족과 함께 하는 일본 여행 아프리칸 사파리 돌고래 수족관 하모니랜드 유후인 마메다마치,https://experiences.myrealtrip.com/products/3885989,3885989,"555,000원~",⭐ 5 (86),https://dry7pvlp22cox.cloudfront.net/mrt-images-prod/2024/11/27/hVXF/fDN5YfxYbU.jpg,unknown_or_other_city,"가족과 함께 하는 일본 여행 아프리칸 사파리 돌고래 수족관 하모니랜드 유후인 마메다마치 | ⭐ 5 (86) | 555,000원~"
