product_id,city_queries,product_title,product_url,section_type,section_label,section_text
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,positive,A코스 (유후인-히타-다자이후),"<figure class=""image""><img style=""aspect-ratio:1080/1350;"" src=""https://dry7pvlp22cox.cloudfront.net..."
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,positive,A코스 (유후인-히타-다자이후),⭐ 4.971591720199857 (리뷰 7005개)
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,positive,A코스 (유후인-히타-다자이후),마이리얼트립에서 보기
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,positive,✅ 포함 사항,"• - 가이드 관련 제반 비용 - 교통 제반 비용 (버스, 고속도로 요금, 주차비)"
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,negative,❌ 불포함 사항,• - 중식비 - 개인 경비
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,positive,📍 이용 안내,시간: 08:15
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,positive,📍 이용 안내,장소: HEARTS Bus Station Hakata
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,negative,🔄 취소 정책,본 상품은 국외여행 표준약관 제6조(특약)에 따라 일반 소비자분쟁해결기준과 다른 취소수수료가 적용됩니다. 예약 전 취소 규정을 반드시 확인해 주세요. - 여행시작 7일 전까지(~7) 통보시 : 여행 요금 전액 환불 - 여행시작 3일 전까지(6~3) 통보시 : 상...
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,neutral,copy_text,"**A코스 (유후인-히타-다자이후)** ⭐ 4.971591720199857 (리뷰 7005개) <figure class=""image""><img style=""aspect-ratio:1080/1350;"" src=""https://dry7pvlp22cox.cloudfront.net... **포함 사항** • - 가이드 관련 제반 비용 - 교통 제반 비용 (버스, 고속도로 요금, 주차비) **불포함 사항** • - 중식비 - 개인 경비 🔗 https://www.myrealtrip.com/traveler-experiences/3417851"
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,neutral,★전날짜★리뷰이벤트 특가,<p><strong>⭐️ 라쿠투어를 놓치면 안되는 이유...! ⭐️</strong><br>라쿠투어는 다른 후쿠오카 투어에 비해 빠르게 출발해요!<br>관광지 어디를 가든 혼잡도가 ...
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,neutral,★전날짜★리뷰이벤트 특가,⭐ 4.925377833753148 (리뷰 3176개)
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,neutral,★전날짜★리뷰이벤트 특가,마이리얼트립에서 보기
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,positive,✅ 포함 사항,"• 💙한국인 가이드 관련 제반 비용 💙1일 버스 이용료 💙교통 제반 비용 (교통비, 주차비) 💙돈키호테 할인 쿠폰 증정 💙빅카메라 할인 쿠폰 증정 💙벳부 (가마도지옥) 무료 입장권 / 타올 증정 💙우메가에모찌 증정"
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,negative,❌ 불포함 사항,• ✓ 중식(자유중식) ✓ 개인 경비 ✓ 여행자보험 (출국 전 개별 가입 권장드립니다.)
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,positive,📍 이용 안내,"시간: ⭐️ 미팅시간 : 07:30 / 출발시간 : 07:50 (구글지도검색 : 로손 오리엔탈호텔후쿠오카) ( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 ) * 미팅 장소, 시간을 사전에 숙지해 주시고 투어 당일 여유롭게 미팅 장소로 모여주시길 바랍니다. 라쿠투어 빨간색 피켓을 들고 있는 가이드를 찾아주세요."
