product_id,city_queries,product_title,product_url,itinerary_index,itinerary_title,slot_index,slot_title,slot_description,slot_duration
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,1,하츠 버스 스테이션 하카타 미팅,"하츠 버스 스테이션 하카타 (HEARTS Bus Station Hakata)
1번 탑승장 앞
파란색 인디고트래블 깃발 가이드 미팅!

겨울에는 따뜻, 여름에는 시원~
인디고트래블이 유일하게 사용하는 쾌적한 미팅장소

*8시 15분에 미팅 마감됩니다
미팅시간까지 늦지 않게 와주세요!",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,2,유후인 ,"'후쿠오카 미인'이라는 표현의 원천지 유후인
일본 20-30대 여성들이 가장 선호하는 온천 휴양지 중 한 곳 입니다. 
유후인 마을에 숨어있는 매력적인 장소들을 안내해드리겠습니다.",3시간 소요
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,3,유후다케 등산로(차창관광),"해발 1584m의 장엄한 경관을 자랑하는 유후다케
도보로 올라가기 힘든 곳을 버스로 편하게 올라갑니다
포토타임을 놓치지 마세요!
*기상 악화 시 일정이 변경될 수 있습니다",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,4,히타시 '마메다마치',"400년전 에도시대의 건물이 보존되어있는 히타 '마메다마치'에서
고즈넉한 옛 거리를 산책합니다",1시간 소요
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,5,히타시 '히타역',히타의 대표 인증샷 스팟! 히타역 광장에서 두 가지 매력을 동시에 만나보세요.,10분 소요
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,6,다자이후시 & 다자이후 텐만구,"후쿠오카 근교의 인기 좋은 관광지 다자이후
고즈넉한 옛 거리와 곳곳에 담긴 이야기가 있습니다
더불어, 학문의 신을 모시고 있는 1100년 역사의 다자이후 텐만구를 관람합니다.",70분 소요
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,1,A.유후인-히타-유후다케-다자이후,7,하카타 역 종료,"19시에 하카타 역에 도착합니다
현지 상황에 따라 늦어질 수 있습니다.",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,2,B.다자이후-벳부 가마도지옥-유후인,1,하츠 버스 스테이션 하카타 미팅,"하츠 버스 스테이션 하카타 (HEARTS Bus Station Hakata)
1,2번 탑승장 앞
파란색 인디고트래블 깃발 가이드 미팅!

겨울에는 따뜻, 여름에는 시원~
인디고트래블이 유일하게 사용하는 쾌적한 미팅장소

*8시 15분에 미팅 마감됩니다
미팅시간까지 늦지 않게 와주세요!",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,2,B.다자이후-벳부 가마도지옥-유후인,2,다자이후 & 다자이후 텐만구,"후쿠오카 근교의 인기 좋은 관광지 다자이후
고즈넉한 옛 거리와 곳곳에 담긴 이야기가 있습니다
더불어, 학문의 신을 모시고 있는 1100년 역사의 다자이후 텐만구를 관람합니다.",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,2,B.다자이후-벳부 가마도지옥-유후인,3,벳부 가마도지옥 온천,"일본에서 가장 많은 온천이 솟아나는 벳부의 지옥온천
6개의 지옥을 보며 온천 달걀과 간장 푸딩, 라무네와 함께 족욕을 즐겨보세요!",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,2,B.다자이후-벳부 가마도지옥-유후인,4,유후다케,"해발 1584m의 장엄한 경관을 자랑하는 유후다케
도보로 올라가기 힘든 곳을 버스로 편하게 올라갑니다
포토타임을 놓치지 마세요!
*기상 악화 시 일정이 변경될 수 있습니다",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,2,B.다자이후-벳부 가마도지옥-유후인,5,유후인,"'후쿠오카 미인'이라는 표현의 원천지 유후인
일본 20-30대 여성들이 가장 선호하는 온천 휴양지 중 한 곳 입니다. 
유후인 마을에 숨어있는 매력적인 장소들을 안내해드리겠습니다.",
3417851,후쿠오카,[인디고트래블] 후쿠오카 유후인 벳부 히타 다자이후 버스투어 #제휴혜택까지,https://experiences.myrealtrip.com/products/3417851,2,B.다자이후-벳부 가마도지옥-유후인,6,하카타역 종료,"19시에 하카타 역에 도착합니다
현지 상황에 따라 늦어질 수 있습니다.",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,1,하카타역(博多駅) 치쿠시구치(筑紫口) 출구 오리엔탈호텔 1층 로손 편의점 앞 미팅,"⭐️ 미팅시간 : 07:30 / 출발시간 : 07:50
(구글지도검색 : 로손 오리엔탈호텔후쿠오카)
( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 )

* 미팅 장소, 시간을 사전에 숙지해 주시고 투어 당일 여유롭게 미팅 장소로 모여주시길 바랍니다.
라쿠투어 빨간색 피켓을 들고 있는 가이드를 찾아주세요. ",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,2,다자이후 (텐만구) ★입장료무료/특전★,"일본에서 유명한 학문의 신을 모시고 있는 신사로, 일본의 중요 문화재 중 하나. 입시철이면 합격 기원부적을 사기위해 일본 전역에서 수만명의 인파가 몰려든다고 합니다.
텐만구 거리에서 명물인 매화가지떡(우메에다모치)도 먹어보고, 합격과 건강을 기원하는 오마모리(부적)도 사는 재미를 누려볼까요~?",1시간 소요
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,3,💙특전💙,"라쿠투어만의 특전 💙 받아가세욤 ~~
다자이후 필수 간식! 우메가에 모찌 증정...냠ㄴ냠..",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,4,다자이후 (텐만구),"최고의 인기 ! .^◡^.
텐만구 입구에는 소의 동상이 있습니다.
이 소 동상의 머리를 만지면 머리가 좋아진다는 속설이 있다네용~? 사진도 찰칵 ♥",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,5,다자이후 (텐만구),"다자이후의 거리를 걷다 보면 갖가지 기념품은 물론 ! 디자인과 건축물이 특이한 스타벅스가 있습니다. 
세계 이색 스타벅스 중 열 손가락 안에 들었다고 하며 건축 상을 수상한 곳!  인증샷은 필수겠죠? *___*",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,6,"유후인 (온천마을산책, 긴린코호수, 플로랄빌리지) * 중식&자유시간","※ 3시간 체류※
일본에서 두 번째로 많은 온천량을 자랑하는 마을.
유후인은 주변이 산으로 둘러싸여 있어 조용하고 편안한 느낌을 주는 곳이죠!
개성 있는 가게들이 옹기종기 들어서 있고, 마치 마을 전체가 한 폭의 그림처럼 예쁜 모습을 하고 있어요~",3시간 소요
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,7,"유후인 (온천마을산책, 긴린코호수, 플로랄빌리지) ","유후인의 가장 유명한 관광지인 '긴린코 호수'.. ★
물고기 비늘이 석양에 비칠 때 금색으로 보인다 하여 ‘긴린코’라는 이름이 지어졌다고 합니다.
서쪽 밑바닥에서는 온천이 솟아 나오며 동쪽에서는 민물이 솟아오르는데 이 온도차로 인해 물안개가 발생해 몽환적인 느낌을 자아냅니다. 호수와 주변 풍경을 만끽하며 산책해 보시죠 ~~~ ʕ ᵔᴥᵔ ʔ gogo~",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,8,"유후인 (온천 마을 산책, 긴린코 호수, 플로랄 빌리지) ","영화 '해리포터' 시리즈 배경의 모티브가 된 영국의 코츠월즈 지방을 재현한 테마파크!
마법사를 상징하는 부엉이 마스코트와, 유럽풍의 상점들로 마법 마을에 온듯한 분위기를 느낄 수 있답니다.
여러 소품들로 잘 꾸며져 있어 어디든 포토 스팟 Point ~~ ☞☞",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,9,유후다케,"해발 1584M를 자랑하는 규슈 지방의 국립공원으로 지정된 유후다케 산.
유후인 마을 어디서든지 볼 수 있게끔 유후인 건물들의 높이를 제한까지 둔 산봉우리!
이곳은 인생샷을 찍는 명소로 유명해요~ ( •̀ᴗ•́ )و ̑̑


📢 유후다케 관광 안내
🚍 하차 관광 ➜ 차창 관광으로 변경
⚠️ 변경 이유
현지 교통 규정 강화로 유후다케 등산로 입구 주변의 관광버스 정차 및 승·하차가 제한되었습니다.
✅ 고객님의 안전과 원활한 교통을 위해 유후다케는 차창 관광으로 운영됩니다.
⏰ 유후다케 하차 관광이 제외된 만큼, 다른 관광지에서 더 여유로운 관광 시간을 제공해 드립니다.",30분 소요
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,10,벳부 가마도지옥 온천 - ★입장료 포함★,"♨!벳부의 다양한 지옥을 한곳에서 볼 수 있는 곳 !♨ 
가마도 지옥은 바위 사이에서 뿜어져 나오는 증기로 밥을 지어 신전에 바쳤다고 하여 붙여진 이름입니다.
여러 종류의 점토가 녹아내려 다갈색의 빛을 띄는 간헐천과 코발트블루 색깔의 푸른 간헐천 등 여러 가지 형태로 형성된 다양한 지옥들을 볼 수 있습니다.

**10년이 젊어진다는 온천수를 마실 수 있고, 손과 발을 온천 증기에 넣어보고, 족욕 체험까지 할 수 있는 기회까지~!**",40분 소요
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,11,💙특전💙,가마도지옥입장권 / 타올 증정,
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,12,쿠스 휴게소,"❤️ 여행의 마무리는~? 휴게소 ❤️
잠시 들렸다 가실께요 ~~~ 🚎🚎

** 쿠스 휴게소에서만 먹을 수 있는 인생 요구르트도 있어요! 필수로 드세요 ~~",
3153599,후쿠오카,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,1,코스1,13,하카타역(博多駅) 치쿠시구치(筑紫口) 출구 오리엔탈호텔 1층 로손 편의점 앞 하차,"⭐️미팅 장소와 동일한 곳에서 하차합니다.
도착시간은 PM 6:00- 6:30 정도입니다. 현지 도로상황에 따라 변경될 수 있는 점 양해 부탁드립니다.

즐거운 투어 되셨길 바라며, 라쿠투어와의 소중한 추억 간직해 주세요 💓 감사합니다.",
4634494,후쿠오카,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,1,코스1,1,쿠스휴게소,,10분 소요
4634494,후쿠오카,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,1,코스1,2,유후인,유후인 탑승가능,2시간 30분 소요
4634494,후쿠오카,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,1,코스1,3,벳푸 아프리칸 사파리 & 먹이 주기 체험(A팀 B팀 크로스 운영),"13:00~ 14:00   A팀 - 아프리칸 사파리 투어    B팀 - 먹이 주기 체험
  
14:00~ 15:00   A팀 - 먹이 주기 체험     B팀 - 아프리칸 사파리 투어",2시간 소요
4634494,후쿠오카,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,1,코스1,4,벳푸 가마도 지옥,,40분 소요
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,1,⭐️리뷰이벤트⭐️,리뷰를 적어주시면 30명을 선정해서 라쿠투어 1일권을 드립니다!,
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,2,하카타역(博多駅) 치쿠시구치(筑紫口) 출구 오리엔탈호텔 1층 로손 편의점 앞 미팅,"⭐️ 미팅시간 : 07:30 / 출발시간 : 07:50
(구글지도검색 : 로손 오리엔탈호텔후쿠오카)
( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 )

* 미팅 장소, 시간을 사전에 숙지해 주시고 투어 당일 여유롭게 미팅 장소로 모여주시길 바랍니다.
라쿠투어 빨간색 피켓을 들고 있는 가이드를 찾아주세요. ",
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,3,쿠스 휴게소,"❤️ 여행의 마무리는~? 휴게소 ❤️
잠시 들렸다 가실께요 ~~~ 🚎🚎

** 쿠스 휴게소에서만 먹을 수 있는 인생 요구르트도 있어요! 필수로 드세요 ~~",10분 소요
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,4,"유후인 (온천마을산책, 긴린코호수, 플로랄빌리지) * 중식 & 자유시간","※ 3시간 체류※
일본에서 두 번째로 많은 온천량을 자랑하는 마을.
유후인은 주변이 산으로 둘러싸여 있어 조용하고 편안한 느낌을 주는 곳이죠!
개성 있는 가게들이 옹기종기 들어서 있고, 마치 마을 전체가 한 폭의 그림처럼 예쁜 모습을 하고 있어요~",3시간 소요
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,5,"유후인 (온천마을산책, 긴린코호수, 플로랄빌리지) * 중식 & 자유시간","유후인의 가장 유명한 관광지인 '긴린코 호수'.. ★
물고기 비늘이 석양에 비칠 때 금색으로 보인다 하여 ‘긴린코’라는 이름이 지어졌다고 합니다.
서쪽 밑바닥에서는 온천이 솟아 나오며 동쪽에서는 민물이 솟아오르는데 이 온도차로 인해 물안개가 발생해 몽환적인 느낌을 자아냅니다. 호수와 주변 풍경을 만끽하며 산책해 보시죠 ~~~ ʕ ᵔᴥᵔ ʔ gogo~",
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,6,"유후인 (온천 마을 산책, 긴린코 호수, 플로랄 빌리지) * 중식 & 자유시간","영화 '해리포터' 시리즈 배경의 모티브가 된 영국의 코츠월즈 지방을 재현한 테마파크!
마법사를 상징하는 부엉이 마스코트와, 유럽풍의 상점들로 마법 마을에 온듯한 분위기를 느낄 수 있답니다.
여러 소품들로 잘 꾸며져 있어 어디든 포토 스팟 Point ~~ ☞☞",
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,7,유후다케,"해발 1584M를 자랑하는 규슈 지방의 국립공원으로 지정된 유후다케 산.
유후인 마을 어디서든지 볼 수 있게끔 유후인 건물들의 높이를 제한까지 둔 산봉우리!
이곳은 인생샷을 찍는 명소로 유명해요~ ( •̀ᴗ•́ )و ̑̑


📢 유후다케 관광 안내
🚍 하차 관광 ➜ 차창 관광으로 변경
⚠️ 변경 이유
현지 교통 규정 강화로 유후다케 등산로 입구 주변의 관광버스 정차 및 승·하차가 제한되었습니다.
✅ 고객님의 안전과 원활한 교통을 위해 유후다케는 차창 관광으로 운영됩니다.
⏰ 유후다케 하차 관광이 제외된 만큼, 다른 관광지에서 더 여유로운 관광 시간을 제공해 드립니다.",30분 소요
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,8,벳부 가마도지옥 온천 - ★입장료 포함★,"♨!벳부의 다양한 지옥을 한곳에서 볼 수 있는 곳 !♨
가마도 지옥은 바위 사이에서 뿜어져 나오는 증기로 밥을 지어 신전에 바쳤다고 하여 붙여진 이름입니다.
여러 종류의 점토가 녹아내려 다갈색의 빛을 띄는 간헐천과 코발트블루 색깔의 푸른 간헐천 등 여러 가지 형태로 형성된 다양한 지옥들을 볼 수 있습니다.

**10년이 젊어진다는 온천수를 마실 수 있고, 손과 발을 온천 증기에 넣어보고, 족욕 체험까지 할 수 있는 기회까지~!**",40분 소요
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,9,💙특전💙,가마도지옥 입장권 / 타올 증정,
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,10,히타 마메다 마치,"""작은 교토""로 불릴 정도로 역사가 깊은 마을 히타.
전통가옥들이 이색적이고 예쁘게 관리가 정말 잘 되어 있어서 보기만 해도 힐링된다구요~💙
아기자기한 소품들을 파는 상점들이 많아서 기념품 사기에 좋습니다!
옛날 건물들을 그대로 유지하고 있어서 더 멋스럽고 예쁜 마메다마치

*** 마메다마치 거리에 왔으면 유명한 히타 간장과 양조장은 꼭 가는거 아시죠~? ^‿^
",1시간 소요
3153607,후쿠오카,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,1,코스1,11,⭐️TIP!⭐️ 히타 볼거리 & 가볼만한 곳,"* 간장전문점) 물 좋기로 소문난 히타 지역의 물을 사용하여 유달리 좋은 맛이 난다는 간장도 유명합니다.
* 나막신상점) 후쿠오카 히타의 가장 유명한 기념품 중 하나! 나막신입니다. 다양한 종류들로 구경하기도 좋고 대형나막신 앞에서 인증샷도 필수입니다!",
